来源库,题名,作者,单位,文献来源,摘要,发表时间,年份,DOI,基金,全文链接,语言,来源文件,citing_paper,cited_paper,cited_title
期刊,基于火用损能效评估的多能耦合微电网双层协同优化方法,史家驹;杨祺铭;刘达夫;赵若轩;李明昊;陈晨,电工材料电气绝缘全国重点实验室(西安交通大学);国网上海市电力公司浦东供电公司;国家电网有限公司西南分部,电力需求侧管理,"随着多能互补政策的持续推进，大量不同形式、能源品质各异的能源并入冷热电联供（combined cooling heating and power,CCHP）型微电网，其在微电网中做有用功的能力各不相同。同时，由于当前基于热力学第一定律制定的多能耦合微电网调度策略，难以区分不同形式能源的品质差异，缺乏完备的能源品质指标量化体系，导致各类能源做有用功的能力难以充分发挥。为此，引入基于火用理论的热力学第二定律能量分析方法，构建了考虑新能源并入的多能耦合微电网调度模型，建立了适用于多能耦合微电网的能源品质指标量化体系，制定了一种基于火用理论的多能耦合微电网调度策略，解决了现有调度策略难以充分发挥各类能源做有用功能力的问题。最后，为了实现容量配置与优化调度的协同优化，避免各自独立研究与优化的局限性，基于火用理论构建了多能耦合微电网配置与调度的双层优化模型。",2025/7/15,2025,,国家自然科学基金项目（52377122）,,chinese,raw_data(CNKI).csv,基于火用损能效评估的多能耦合微电网双层协同优化方法,10.1002/ENG2.70570,Short‐Term Residential Load Forecasting With FG‐LSTM‐TA: A Hybrid Deep Learning Approach Integrating Feature Gating and Temporal Attention for Enhanced Prediction Accuracy
期刊,基于火用损能效评估的多能耦合微电网双层协同优化方法,史家驹;杨祺铭;刘达夫;赵若轩;李明昊;陈晨,电工材料电气绝缘全国重点实验室(西安交通大学);国网上海市电力公司浦东供电公司;国家电网有限公司西南分部,电力需求侧管理,"随着多能互补政策的持续推进，大量不同形式、能源品质各异的能源并入冷热电联供（combined cooling heating and power,CCHP）型微电网，其在微电网中做有用功的能力各不相同。同时，由于当前基于热力学第一定律制定的多能耦合微电网调度策略，难以区分不同形式能源的品质差异，缺乏完备的能源品质指标量化体系，导致各类能源做有用功的能力难以充分发挥。为此，引入基于火用理论的热力学第二定律能量分析方法，构建了考虑新能源并入的多能耦合微电网调度模型，建立了适用于多能耦合微电网的能源品质指标量化体系，制定了一种基于火用理论的多能耦合微电网调度策略，解决了现有调度策略难以充分发挥各类能源做有用功能力的问题。最后，为了实现容量配置与优化调度的协同优化，避免各自独立研究与优化的局限性，基于火用理论构建了多能耦合微电网配置与调度的双层优化模型。",2025/7/15,2025,,国家自然科学基金项目（52377122）,,chinese,raw_data(CNKI).csv,基于火用损能效评估的多能耦合微电网双层协同优化方法,10.1080/15435075.2025.2563145,Source-load joint forecasting of office building electro-thermal
期刊,基于粒子群算法的微电网调度研究分析,马莉;陈旭东;郗皓;武雪青;王沛;哈丽米热·热依木江,昌吉学院能源与控制工程学院,电工技术,,2025/7/25,2025,10.19768/j.cnki.dgjs.2025.14.035,2023年新疆维吾尔自治区教育厅高校科研计划项目“基于深度学习的风电功率超短期预测研究”(编号XJEDU2023P129);;2024年昌吉学院能源与控制工程学院自治区级大学生创新创业训练计划项目“基于粒子群算法的微电网调度研究分析”(编号S202410997023),,chinese,CNKI-20260327180524663.csv,10.19768/j.cnki.dgjs.2025.14.035,10.13535/j.cnki.10-1507/n.2024.15.30,基于多能互补的微电网调度策略研究
期刊,基于粒子群算法的微电网调度研究分析,马莉;陈旭东;郗皓;武雪青;王沛;哈丽米热·热依木江,昌吉学院能源与控制工程学院,电工技术,,2025/7/25,2025,10.19768/j.cnki.dgjs.2025.14.035,2023年新疆维吾尔自治区教育厅高校科研计划项目“基于深度学习的风电功率超短期预测研究”(编号XJEDU2023P129);;2024年昌吉学院能源与控制工程学院自治区级大学生创新创业训练计划项目“基于粒子群算法的微电网调度研究分析”(编号S202410997023),,chinese,CNKI-20260327180524663.csv,10.19768/j.cnki.dgjs.2025.14.035,10.27753/d.cnki.gcqgx.2025.001522,考虑需求侧响应的微电网经济优化调度研究
期刊,基于粒子群算法的微电网调度研究分析,马莉;陈旭东;郗皓;武雪青;王沛;哈丽米热·热依木江,昌吉学院能源与控制工程学院,电工技术,随着能源结构的转型与智能电网建设的深入推进，微电网作为分布式能源高效利用的重要载体，其优化调度问题日益受到学术界与工业界的广泛关注。基于改进粒子群优化算法，构建考虑经济成本与环境效益的多目标微电网调度模型，通过MATLAB平台实现包含风电、光伏、柴油发电机、储能系统及主网交互的微电网系统协同优化。研究结果表明，所提出的优化方法能够有效平衡系统运行经济性与环保性，为微电网智能调度提供可靠的技术路径。,2025/7/25,2025,10.19768/j.cnki.dgjs.2025.14.035,2023年新疆维吾尔自治区教育厅高校科研计划项目“基于深度学习的风电功率超短期预测研究”(编号XJEDU2023P129);;2024年昌吉学院能源与控制工程学院自治区级大学生创新创业训练计划项目“基于粒子群算法的微电网调度研究分析”(编号S202410997023),,chinese,raw_data(CNKI).csv,10.19768/j.cnki.dgjs.2025.14.035,一种双阶段电力数据异常分析模型,一种双阶段电力数据异常分析模型
期刊,基于粒子群算法的微电网调度研究分析,马莉;陈旭东;郗皓;武雪青;王沛;哈丽米热·热依木江,昌吉学院能源与控制工程学院,电工技术,随着能源结构的转型与智能电网建设的深入推进，微电网作为分布式能源高效利用的重要载体，其优化调度问题日益受到学术界与工业界的广泛关注。基于改进粒子群优化算法，构建考虑经济成本与环境效益的多目标微电网调度模型，通过MATLAB平台实现包含风电、光伏、柴油发电机、储能系统及主网交互的微电网系统协同优化。研究结果表明，所提出的优化方法能够有效平衡系统运行经济性与环保性，为微电网智能调度提供可靠的技术路径。,2025/7/25,2025,10.19768/j.cnki.dgjs.2025.14.035,2023年新疆维吾尔自治区教育厅高校科研计划项目“基于深度学习的风电功率超短期预测研究”(编号XJEDU2023P129);;2024年昌吉学院能源与控制工程学院自治区级大学生创新创业训练计划项目“基于粒子群算法的微电网调度研究分析”(编号S202410997023),,chinese,raw_data(CNKI).csv,10.19768/j.cnki.dgjs.2025.14.035,10.1049/RPG2.70162,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM
硕士,基于联邦强化学习的微电网储能调度方法的研究与应用,王齐,黑龙江大学,黑龙江大学,,2025/3/27,2025,10.27123/d.cnki.ghlju.2025.001668,,,english,CNKI-20260327180524663.csv,10.27123/d.cnki.ghlju.2025.001668,10.19725/j.cnki.1007-2322.2024.0085,计及混合储能单元多重异构特性的微电网调度策略研究
硕士,基于联邦强化学习的微电网储能调度方法的研究与应用,王齐,黑龙江大学,黑龙江大学,,2025/3/27,2025,10.27123/d.cnki.ghlju.2025.001668,,,english,CNKI-20260327180524663.csv,10.27123/d.cnki.ghlju.2025.001668,10.26918/d.cnki.ghngc.2025.001579,基于合作博弈的风光储微电网群能量管理研究
期刊,基于联邦强化学习的微电网储能调度方法的研究与应用,王齐,黑龙江大学,黑龙江大学,"在“碳达峰”“碳中和”等国家战略部署下,我国能源结构向可再生能源方向转变,大量新能源正逐步投入使用。但由于新能源发电具有波动性、随机性、间歇性、负载多变性等特点,导致供需双方存在较大的不确定因素。这给电网在新能源消纳和电网实时调度带来了巨大挑战。将储能技术应用于微电网是解决该问题的有效方法。然而在现实场景中,多个微电网都普遍面临新能源发电的波动性问题。",2025/3/27,2025,10.27123/d.cnki.ghlju.2025.001668,,,english,raw_data(CNKI).csv,10.27123/d.cnki.ghlju.2025.001668,10.27029/d.cnki.ggdgu.2025.002295,多元不确定性下微电网能量管理的研究
期刊,基于联邦强化学习的微电网储能调度方法的研究与应用,王齐,黑龙江大学,黑龙江大学,"在“碳达峰”“碳中和”等国家战略部署下,我国能源结构向可再生能源方向转变,大量新能源正逐步投入使用。但由于新能源发电具有波动性、随机性、间歇性、负载多变性等特点,导致供需双方存在较大的不确定因素。这给电网在新能源消纳和电网实时调度带来了巨大挑战。将储能技术应用于微电网是解决该问题的有效方法。然而在现实场景中,多个微电网都普遍面临新能源发电的波动性问题。",2025/3/27,2025,10.27123/d.cnki.ghlju.2025.001668,,,english,raw_data(CNKI).csv,10.27123/d.cnki.ghlju.2025.001668,一种双阶段电力数据异常分析模型,一种双阶段电力数据异常分析模型
期刊,基于金豺优化核极限学习机和信号分解重构的短期电力负荷预测方法研究,苏爱文,沈阳农业大学,沈阳农业大学,"随着电力系统规模不断扩大和用电结构日趋复杂,电力负荷呈现出显著的非线性和强波动性特征,精准的短期负荷预测对保障电力系统安全稳定运行和经济调度具有重要意义。然而,传统预测方法在应对高度非线性、时变性负荷数据时存在预测精度偏低、模型适应性不强等问题,且多数研究仅提供确定性预测结果,无法量化预测不确定性。为此,本文构建并优化确定性及不确定性预测模型,以提升短期电力负荷预测的准确性和可靠性,研究主要内容如下:针对原始负荷数据存在异常值、缺失值和特征冗余等问题,提出完整的数据预处理流程。首先,采用拉伊达准则检测异常值,运用加权均值法进行异常值替换,利用牛顿插值法填补缺失数据;然后,通过皮尔逊相关系数法分析各特征变量与负荷序列的关联程度,筛选出气温、相对湿度、地面温度和临近变压器负荷作为主要输入特征;最后,采用Min-Max标准化方法对数据进行归一化处理,为后续建模提供高质量的数据基础。传统核极限学习机(KELM)参数选择的随机性限制了其预测性能,为解决此问题,提出金豺优化算法(GJO)优化KELM的组合预测模型。该方法通过模拟金豺群体狩猎行为,实现对KELM核函数参数的智能寻优,有效避免了人工调参的主观性和陷入局部最优的风险。实验结果表明,GJO-KELM模型在周负荷、工作日负荷和休息日负荷预测中均取得优异效果,相比传统BP、SVM、ELM、LSTM等方法,预测精度显著提升。考虑到原始负荷序列的复杂性和非平稳特征,提出基于改进的自适应噪声完备集合经验模态分解(ICEEMDAN)与排列熵(PE)重构的组合预测模型。首先,运用ICEEMDAN算法将原始负荷序列分解;然后,通过排列熵分析各分量的复杂度特征,将分解分量重构为高频、中频和低频三类信号;最后,结合GJO-KELM模型分别对各重构分量进行预测并叠加得到最终结果。在实际电力系统调度中,确定性预测无法提供不确定性信息,难以满足风险评估需求。鉴于此,在确定性预测基础上,构建基于Bootstrap的负荷区间预测模型。通过对历史预测残差进行有放回抽样,构建误差分布的经验累积函数,在80%、90%、95%不同置信水平下生成预测区间。实验结果显示,该方法在各置信水平下均能获得满足统计要求的区间预测结果,预测区间覆盖率均达到理论期望值以上,为电网调度提供了更全面的决策信息。",2025/12/1,2025,10.27327/d.cnki.gshnu.2025.001912,,,english,raw_data(CNKI).csv,10.27327/d.cnki.gshnu.2025.001912,面向智能化的智慧园区微电网调度优化方法,面向智能化的智慧园区微电网调度优化方法
